Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-09-24 00:00:00-04:00,0.8552420319340036,0.8672320132838377,0.7073733650760687,0.7573295831680298,518656090,0.0,0.0
1998-09-25 00:00:00-04:00,0.7273560388979242,0.7373469568350683,0.6574180919803796,0.7173642516136169,121255834,0.0,0.0
1998-09-28 00:00:00-04:00,0.7593276514567536,0.8132792713524633,0.73534861642059,0.7713167071342468,89772883,0.0,0.0
1998-09-29 00:00:00-04:00,0.7893003000787175,0.8032884193279344,0.7633239943557985,0.781307578086853,39289536,0.0,0.0
1998-09-30 00:00:00-04:00,0.7543313087585878,0.7673203310149592,0.6913878689536306,0.7203614115715027,44113766,0.0,0.0
1998-10-01 00:00:00-04:00,0.6813959343611994,0.69138771763156,0.6394333243370056,0.6394333243370056,44433101,0.0,0.0
1998-10-02 00:00:00-04:00,0.6474260446090079,0.6674086874687395,0.5595044915917071,0.6394333243370056,46816704,0.0,0.0
1998-10-05 00:00:00-04:00,0.6254464066977052,0.6254464066977052,0.5575065973299428,0.5734919905662537,33832339,0.0,0.0
1998-10-06 00:00:00-04:00,0.6114581748191915,0.6114581748191915,0.5115466643099108,0.5834828019142151,40270349,0.0,0.0
1998-10-07 00:00:00-04:00,0.5595046281352736,0.5694955444970403,0.4935630261898041,0.4935630261898041,35058355,0.0,0.0
1998-10-08 00:00:00-04:00,0.44560497898781976,0.4675858479150691,0.4036423861103259,0.46358945965766907,57172262,0.0,0.0
1998-10-09 00:00:00-04:00,0.4915648102760315,0.5155429215474236,0.4715821634248217,0.4915648102760315,38519712,0.0,0.0
1998-10-12 00:00:00-04:00,0.511546528680559,0.511546528680559,0.5035538077354431,0.5035538077354431,28198368,0.0,0.0
1998-10-13 00:00:00-04:00,0.5045529511321352,0.5075502421380255,0.46758581871763344,0.4695839583873749,15430694,0.0,0.0
1998-10-14 00:00:00-04:00,0.46558768399196976,0.5135448351997511,0.46558768399196976,0.48157307505607605,30935520,0.0,0.0
1998-10-15 00:00:00-04:00,0.481573083520457,0.523536630706268,0.481573083520457,0.5215384364128113,29144966,0.0,0.0
1998-10-16 00:00:00-04:00,0.533527548822407,0.5834828460118406,0.5275330196547049,0.5754901766777039,43343942,0.0,0.0
1998-10-19 00:00:00-04:00,0.5934745639135489,0.7353486931872889,0.5914764239814956,0.7253578305244446,78151392,0.0,0.0
1998-10-20 00:00:00-04:00,0.7833058133936661,0.829265638042015,0.7233596074540005,0.7433413863182068,109292198,0.0,0.0
1998-10-21 00:00:00-04:00,0.783305902476664,0.823271203444302,0.7553305286713362,0.8082839846611023,65703053,0.0,0.0
1998-10-22 00:00:00-04:00,0.827267420201252,0.8552418645065777,0.7873020732121747,0.8242701292037964,53323142,0.0,0.0
1998-10-23 00:00:00-04:00,0.8252693104379693,0.8352601727808819,0.7912994113234691,0.8012902736663818,32309798,0.0,0.0
1998-10-26 00:00:00-05:00,0.9591504422551653,1.1749588326387945,0.9391677451881529,1.172960638999939,389981434,0.0,0.0
1998-10-27 00:00:00-05:00,1.3028458808875776,1.4517136192584714,1.28286328842968,1.3188313245773315,571032634,0.0,0.0
1998-10-28 00:00:00-05:00,1.2468950069075402,1.3547990941162207,1.2229159224105437,1.2788666486740112,254555136,0.0,0.0
1998-10-29 00:00:00-05:00,1.2988497173221338,1.3258251219958983,1.2748707346358101,1.2768688201904297,81150854,0.0,0.0
1998-10-30 00:00:00-05:00,1.2928540774545036,1.348804811589524,1.2798659255605491,1.3288230895996094,94944960,0.0,0.0
1998-11-02 00:00:00-05:00,1.38876940173763,1.4027575216385426,1.3388141126989261,1.3428103923797607,123707866,0.0,0.0
1998-11-03 00:00:00-05:00,1.3587958371082391,1.3667894831537097,1.3268240783042409,1.3428103923797607,45978451,0.0,0.0
1998-11-04 00:00:00-05:00,1.3667897518280732,1.3707860322944696,1.305843513501585,1.3218289613723755,44632685,0.0,0.0
1998-11-05 00:00:00-05:00,1.2948530796495041,1.3388138874361182,1.258884069201234,1.2978503704071045,66085114,0.0,0.0
1998-11-06 00:00:00-05:00,1.2848615659639664,1.3498040719908864,1.282863371789359,1.3428103923797607,48966509,0.0,0.0
1998-11-09 00:00:00-05:00,1.3528016708023425,1.646541714668274,1.3508034761734602,1.646541714668274,202355366,0.0,0.0
1998-11-10 00:00:00-05:00,1.801404668180978,2.2380178417937677,1.7764264785458985,2.092146396636963,577698739,0.0,0.0
1998-11-11 00:00:00-05:00,2.034198133931449,2.162084065757649,1.8243832089342493,1.8533576726913452,306874656,0.0,0.0
1998-11-12 00:00:00-05:00,1.8203868443629267,2.1241176297258715,1.7984069296815837,2.0142152309417725,223699450,0.0,0.0
1998-11-13 00:00:00-05:00,2.0781590764609783,2.1251170735662943,1.9143041137715784,1.9812449216842651,135688608,0.0,0.0
1998-11-16 00:00:00-05:00,2.0701661663321556,2.0781589424006848,1.9532694256257406,2.0401926040649414,82411085,0.0,0.0
1998-11-17 00:00:00-05:00,2.0381950373589417,2.1261164611447616,1.9822442896045194,2.056178569793701,81555725,0.0,0.0
1998-11-18 00:00:00-05:00,2.0861514945220074,2.3738968355183365,2.004224461930688,2.357910633087158,201192077,0.0,0.0
1998-11-19 00:00:00-05:00,2.413861473082757,2.4798029582444077,2.2669909618762603,2.2979636192321777,135973728,0.0,0.0
1998-11-20 00:00:00-05:00,2.3978754617741416,2.3978754617741416,2.244012332368927,2.3499183654785156,67214189,0.0,0.0
1998-11-23 00:00:00-05:00,2.445833211243127,3.1252311443633722,2.4248515216276165,3.0852668285369873,162518400,0.0,0.0
1998-11-24 00:00:00-05:00,3.0213232976356106,3.742683953909113,2.8454793961767035,3.1462128162384033,342451930,0.0,0.0
1998-11-25 00:00:00-05:00,3.213154127118017,3.424966206797764,3.125231619192507,3.26910400390625,195546701,0.0,0.0
1998-11-27 00:00:00-05:00,3.3730116258773055,3.5188830646334566,3.3090689758811838,3.4849131107330322,66632544,0.0,0.0
1998-11-30 00:00:00-05:00,3.5878210598874305,3.5968129319314293,3.005336703979147,3.159200668334961,135768442,0.0,0.0
1998-12-01 00:00:00-05:00,2.9903512746526304,3.341040272557455,2.9094233118583386,3.313065767288208,147874637,0.0,0.0
1998-12-02 00:00:00-05:00,3.293082384279336,3.420969190647924,3.1651955779107475,3.2451252937316895,72072634,0.0,0.0
1998-12-03 00:00:00-05:00,3.169192051517466,3.3290508464305786,2.9573799904375435,2.989351749420166,76469184,0.0,0.0
1998-12-04 00:00:00-05:00,3.1172382564726155,3.1646959069835976,2.5617301135187365,2.9174153804779053,138288902,0.0,0.0
1998-12-07 00:00:00-05:00,2.9254087090907404,2.9254087090907404,2.6696348318080956,2.7855327129364014,115382362,0.0,0.0
1998-12-08 00:00:00-05:00,2.6856209141758125,2.9094230192517485,2.66164193091473,2.8274950981140137,120868070,0.0,0.0
1998-12-09 00:00:00-05:00,2.8394853085430465,3.109246333192153,2.7615537711315863,2.869957447052002,119431066,0.0,0.0
1998-12-10 00:00:00-05:00,2.9413944953076747,3.047300520123484,2.879449174876305,2.9753644466400146,114025190,0.0,0.0
1998-12-11 00:00:00-05:00,2.913419982407149,3.0892639383058396,2.9104226904096473,3.0692813396453857,60257261,0.0,0.0
1998-12-14 00:00:00-05:00,2.971367081461717,3.0852667478081344,2.965372499445637,3.0133304595947266,46685549,0.0,0.0
1998-12-15 00:00:00-05:00,3.0772746780350846,3.1072473776576106,3.025320317951516,3.101252794265747,40424314,0.0,0.0
1998-12-16 00:00:00-05:00,3.1991654409517993,3.612799656193203,3.1971672468755594,3.5728342533111572,123251674,0.0,0.0
1998-12-17 00:00:00-05:00,3.4849120397817286,3.892550709304733,3.444947515476344,3.8096237182617188,106326950,0.0,0.0
1998-12-18 00:00:00-05:00,3.9964589108136805,4.192285381795307,3.916529854305971,4.032426834106445,83830982,0.0,0.0
1998-12-21 00:00:00-05:00,4.1323392463791855,4.803744697838459,4.10836048025564,4.737802982330322,132164525,0.0,0.0
1998-12-22 00:00:00-05:00,4.893665242928102,4.972595004991727,4.512002739616171,4.811737537384033,105979104,0.0,0.0
1998-12-23 00:00:00-05:00,4.925636888190418,4.975592177320994,4.691843822596189,4.763780117034912,42699571,0.0,0.0
1998-12-24 00:00:00-05:00,4.635893482050558,4.749792298745759,4.508006435551981,4.5719499588012695,26213933,0.0,0.0
1998-12-28 00:00:00-05:00,4.595928465288592,4.8277233216721385,4.4120907007472185,4.565954685211182,60770477,0.0,0.0
1998-12-29 00:00:00-05:00,4.651878361065408,4.651878361065408,4.316175673453905,4.379119873046875,33729696,0.0,0.0
1998-12-30 00:00:00-05:00,4.3061848886935,4.314177665280331,3.666751460235681,4.042418479919434,99484070,0.0,0.0
1998-12-31 00:00:00-05:00,3.8965493559291584,4.125346786884023,3.852588636240538,3.8565850257873535,37441958,0.0,0.0
1999-01-04 00:00:00-05:00,3.778652319244339,4.012445396494677,3.7087142154970283,3.8366012573242188,44689709,0.0,0.0
1999-01-05 00:00:00-05:00,3.6457700783959712,3.7167070463793954,3.5128877973698387,3.580827474594116,75265978,0.0,0.0
1999-01-06 00:00:00-05:00,3.7406856700225237,4.5559640349361405,3.7247001180354307,4.52399206161499,108921542,0.0,0.0
1999-01-07 00:00:00-05:00,4.350145663333594,5.035539306690024,4.318174991154601,4.763780117034912,118450253,0.0,0.0
1999-01-08 00:00:00-05:00,5.035538700051425,5.131453747748031,4.588934313548285,4.673858642578125,89453549,0.0,0.0
1999-01-11 00:00:00-05:00,4.860694815055928,4.875681491070035,4.444063657038841,4.659873008728027,43982611,0.0,0.0
1999-01-12 00:00:00-05:00,4.476033857004915,4.67585672331053,3.8366005109575645,3.8445932865142822,63262426,0.0,0.0
1999-01-13 00:00:00-05:00,3.468926787347283,3.7726577522862854,3.394992512069812,3.444948673248291,77586854,0.0,0.0
1999-01-14 00:00:00-05:00,3.5888209795507735,3.864576349523893,3.502896670956509,3.601809024810791,70641331,0.0,0.0
1999-01-15 00:00:00-05:00,3.636778040175726,3.8685726997798415,3.548856624888621,3.5708365440368652,44786650,0.0,0.0
1999-01-19 00:00:00-05:00,3.956495403067921,3.9964597220978404,3.4129770130033683,3.6747443675994873,36757670,0.0,0.0
1999-01-20 00:00:00-05:00,3.670747903869878,3.686734326631582,3.3570262020248873,3.416973114013672,52302413,0.0,0.0
1999-01-21 00:00:00-05:00,3.1492102304925544,3.2291390821578783,2.880448339333488,2.905425548553467,90029491,0.0,0.0
1999-01-22 00:00:00-05:00,2.6536487746128814,3.516884153827975,2.6536487746128814,3.1452133655548096,125966016,0.0,0.0
1999-01-25 00:00:00-05:00,3.1971673016470525,3.4819156131448312,2.925408338551106,3.4769201278686523,108978566,0.0,0.0
1999-01-26 00:00:00-05:00,3.500898303917749,3.7526755478528084,3.404983246166015,3.530871868133545,84680640,0.0,0.0
1999-01-27 00:00:00-05:00,4.875680936955871,5.019553097275148,4.5399782153059665,4.851701736450195,251110886,0.0,0.0
1999-01-28 00:00:00-05:00,4.859694574571483,4.889667918208014,4.571948997770999,4.677855014801025,66746592,0.0,0.0
